/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/mesi_isc_submodules/mesi_isc_breq_fifos,  1.60,  0.61,  0.00,  0.34,  0.00,  0.00, 95.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/mod3_calc_submodules/mod3_adder, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/nlprg,  0.03, <0.01,  0.00, <0.01,  0.00,  0.00,  5.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/mesi_isc_submodules/mesi_isc_broad_cntl,  0.04,  0.04,  0.00,  0.02,  0.00,  0.00, 12.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/mod3_calc_submodules/type_conv, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  2.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/pairing_submodules/f3_add, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/pairing_submodules/f3_add1, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  2.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/pairing_submodules/f3_sub, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/pairing_submodules/f3_sub1, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  2.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/pairing_submodules/f3_mult, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/pairing_submodules/func6,  0.02, <0.01,  0.00,  0.00,  0.00,  0.00,  2.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/tiny_tate_bilinear_pairing_submodules/FSM,  0.91,  0.12,  0.00,  0.06,  0.00,  0.00, 32.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/tiny_tate_bilinear_pairing, 25.41, 20.15,  0.00,  6.93, 23.93,  0.00,  7.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/tiny_tate_bilinear_pairing_submodules/f3_add, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/tiny_tate_bilinear_pairing_submodules/f3_sub, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/tiny_tate_bilinear_pairing_submodules/f3_mult, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/tiny_tate_bilinear_pairing_submodules/select,  0.02, <0.01,  0.00,  0.00,  0.00,  0.00, 10.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/tiny_tate_bilinear_pairing_submodules/rom,  0.00,  0.00,  0.00,  0.00,  0.36,  0.00, 19.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/trigonometric_functions_in_double_fpu_submodules/cosecant_lut,  0.29,  0.22,  0.00,  0.11,  0.00,  0.00, 49.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/trigonometric_functions_in_double_fpu_submodules/cosine_lut,  0.29,  0.22,  0.00,  0.11,  0.00,  0.00, 49.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/trigonometric_functions_in_double_fpu_submodules/dividor,  0.41,  0.34,  0.00,  0.01,  0.00,  0.00, 33.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/trigonometric_functions_in_double_fpu,  2.86,  2.34,  0.00,  0.87,  0.00,  0.00, 50.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/trigonometric_functions_in_double_fpu_submodules/secant_lut,  0.30,  0.23,  0.00,  0.11,  0.00,  0.00, 49.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/trigonometric_functions_in_double_fpu_submodules/tangent_lut,  0.29,  0.23,  0.00,  0.11,  0.00,  0.00, 49.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/trigonometric_functions_in_double_fpu_submodules/cotangent_lut,  0.29,  0.23,  0.00,  0.11,  0.00,  0.00, 49.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/two_dimensional_fast_hartley_transform_submodules/fht_bfly,  0.05,  0.04,  0.00,  0.00,  0.00,  0.00, 18.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/trigonometric_functions_in_double_fpu_submodules/sine_lut,  0.29,  0.22,  0.00,  0.10,  0.00,  0.00, 49.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/two_dimensional_fast_hartley_transform_submodules/fht_bfly_noFF,  0.05,  0.04,  0.00,  0.00,  0.00,  0.00, 17.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/vedic8x8,  0.23,  0.19,  0.00,  0.00,  0.00,  0.00, 16.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/two_dimensional_fast_hartley_transform_submodules/fht_1d_x8,  0.68,  0.42,  0.00,  0.23,  0.00,  0.00, 11.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/vedic8x8_submodules/full_adder, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  2.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/vedic8x8_submodules/ripple_adder_12bit,  0.05,  0.04,  0.00,  0.00,  0.00,  0.00, 19.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/vedic8x8_submodules/ripple_adder_4bit,  0.02, <0.01,  0.00,  0.00,  0.00,  0.00,  7.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/vedic8x8_submodules/ripple_adder_8bit,  0.03,  0.02,  0.00,  0.00,  0.00,  0.00, 13.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/vedic8x8_submodules/half_adder, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  2.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/vedic8x8_submodules/vedic2x2, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  4.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/vedic8x8_submodules/ripple_adder_6bit,  0.02,  0.01,  0.00,  0.00,  0.00,  0.00, 10.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/ACS,  0.06,  0.05,  0.00,  0.00,  0.00,  0.00, 16.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/bmc001, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/vedic8x8_submodules/vedic4x4,  0.05,  0.03,  0.00,  0.00,  0.00,  0.00,  8.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/bmc010, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/bmc100, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/bmc000, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/bmc101, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/bmc111, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/bmc011, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/mem,  0.00,  0.00,  0.00,  0.00,  0.36,  0.00, 14.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/bmc110, <0.01, <0.01,  0.00,  0.00,  0.00,  0.00,  3.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/mem_disp,  0.00,  0.00,  0.00,  0.00,  0.36,  0.00,  7.00
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/encoder,  0.02,  0.01,  0.00, <0.01,  0.00,  0.00,  3.50
/misc/scratch/zwei1/reports/raw_designs/opencores/arithmetic/viterb_encoder_and_decoder_submodules/tbu,  0.05,  0.02,  0.00, <0.01,  0.00,  0.00, 11.00
